anio,diaSemana,codificacion_linea,codificacion_estacion,codificacion_mes,afluencia
2023,2,11,84,12,9885
2010,2,11,174,11,10384
2019,3,3,52,7,19141
2011,3,6,53,3,3168
2022,5,1,9,7,34233
2012,7,5,76,11,4433
2019,2,9,141,6,37601
2016,5,7,109,9,7730
2017,2,9,58,1,13938
2018,6,4,74,9,6307
2013,3,11,167,3,22598
2017,3,8,131,5,24473
2012,4,12,179,9,0
2013,5,12,180,9,26963
2022,2,8,128,10,11532
2019,1,1,7,3,9243
2017,7,2,32,1,15273
2020,3,7,45,5,2102
2024,7,8,126,2,6831
2021,2,2,27,8,8670
2023,4,3,62,11,13078
2011,2,12,189,8,0
2013,3,12,30,7,9315
2023,3,12,191,6,0
